Name,RA,DEC,Vmag,Sp.Type,dist (pc),ObsDate
"HIP47741","9 43 54.9 ","26 58 6 ","12.0","M:","14.1","04/02/2016"
"HIP48336","9 51 10.8 ","-12 20 11 ","10.0","M0","13.6","03/24/2016"
"HIP48390","9 51 53.0 ","24 23 40 ","5.29","A5IV","40.1","04/13/2016"
"HIP48411","9 52 10.9 ","3 13 18 ","8.86","K5","20.9","03/24/2016"
"HIP48455","9 52 45.5 ","26 0 24 ","3.88","K0III","40.7",""
"HIP48477","9 53 11.6 ","-3 41 31 ","10.5","M0","15.6","03/24/2016"
"HIP48509","9 53 32.6 ","50 45 4 ","12.0","","25.1",""
"HIP48714","9 56 7.95 ","62 47 9 ","8.99","M2","10.4",""
"HIP48833","9 57 40.8 ","41 3 19 ","5.11","F6Vs","28.8",""
"HIP48953","9 59 11.2 ","-9 11 1 ","9.88","K4V","29.2",""
"HIP49081","10 0 59.9 ","31 55 18 ","5.37","G1V","14.8",""
"HIP49127","10 1 37.0 ","-15 25 28 ","8.65","K3V","26.1","03/17/2016"
"HIP49197","10 2 27.9 ","44 34 41 ","9.09","K0","27.7",""
"HIP49366","10 4 37.4 ","-11 43 47 ","8.15","K0","23.1","03/17/2016"
"HIP49429","10 5 26.2 ","26 29 14 ","9.12","K0","30.5",""
"HIP49544","10 6 56.7 ","2 57 50 ","9.95","M0","22.3","04/12/2016"
"HIP49555","10 7 5.75 ","52 9 17 ","8.82","K0","29.6",""
"HIP49593","10 7 25.8 ","35 14 40 ","4.49","A7V","27.9",""
"HIP49669","10 8 22.0 ","11 58 2 ","1.36","B7V","23.7","04/22/2016"
"HIP49699","10 8 43.0 ","34 14 31 ","7.56","K0","18.0","05/13/2016"
"HIP49809","10 10 5.75 ","-12 48 59 ","5.30","F2/F3IV/V","27.3","04/22/2016"
"HIP49841","10 10 35.0 ","-12 21 16 ","3.61","K0III","35.1","04/22/2016"
"HIP49868","10 10 59.4 ","75 8 33 ","9.48","M0","21.2","05/28/2016"
"GJ380","10 11 19.8 ","49 27 6 ","6.59","K7.0V","4.86","05/27/2016"
"HIP49969","10 12 5.25 ","-2 41 14 ","10.6","M0","12.3","04/22/2016"
"HIP49973","10 12 7.59 ","-18 37 4 ","9.93","K7V","17.0",""
"HIP49986","10 12 17.5 ","-3 44 48 ","9.26","M3","7.81","04/21/2016"
"HIP50125","10 13 57.5 ","52 30 11 ","9.53","K5","22.8","05/28/2016"
"HIP50341","10 16 45.4 ","-11 57 52 ","10.9","M0","13.7","04/02/2016"
"HIP50372","10 17 5.54 ","42 54 51 ","3.45","A2IV","41.2","05/28/2016"
"HIP50384","10 17 14.0 ","23 6 20 ","5.81","F8Vw","22.7","04/02/2016"
"HIP50485","10 18 32.6 ","43 2 53 ","6.48","G5","35.6",""
"HIP50505","10 18 52.0 ","44 2 49 ","6.66","G5","20.6",""
"HIP50546","10 19 26.6 ","48 23 46 ","6.00","K0","43.3",""
"GJ388","10 19 35.8 ","19 52 9 ","9.29","M2.5V","4.88","04/21/2016"
"HIP50564","10 19 43.9 ","19 28 11 ","4.78","F6IV","21.1","04/21/2016"
"HIP50583","10 19 58.7 ","19 50 26 ","2.01","K0III","38.5","04/21/2016"
"HIP50657","10 20 42.6 ","-1 28 14 ","9.41","K3V","31.7",""
"HIP50782","10 22 9.50 ","11 18 31 ","7.78","G5","26.8","04/04/2016"
"HIP50944","10 24 15.2 ","-10 24 25 ","9.98","K4.5","27.2","04/04/2016"
"HIP51007","10 25 10.0 ","-10 13 41 ","10.1","M0","12.4","04/04/2016"
"HIP51127","10 26 41.2 ","-6 31 45 ","9.76","K0V","30.7",""
"HIP51157","10 26 59.7 ","26 38 27 ","8.23","K1V","28.7",""
"HIP51233","10 27 52.8 ","36 42 24 ","4.20","G8III-IV","44.7",""
"HIP51248","10 28 4.01 ","48 46 51 ","6.42","G1V","23.5","05/28/2016"
"HIP51254","10 28 10.4 ","6 44 11 ","8.53","K0","25.1","04/04/2016"
"HIP51317","10 28 54.8 ","0 50 15 ","9.65","M2","7.23","04/21/2016"
"HIP51384","10 29 40.0 ","84 15 6 ","5.52","F0IV","40.7","05/28/2016"
"HIP51459","10 30 37.2 ","55 58 49 ","4.82","F8V","12.8","06/01/2016"
"HIP51468","10 30 46.0 ","59 44 59 ","8.74","K5","22.3","06/01/2016"
"HIP51502","10 31 4.00 ","82 33 31 ","5.25","F2V","21.4","06/01/2016"
"HIP51525","10 31 23.3 ","45 31 24 ","8.85","K7V","15.6","06/01/2016"
"HIP51547","10 31 43.0 ","57 6 59 ","9.63","M0","17.4","04/08/2016"
"HIP51658","10 33 13.6 ","40 25 32 ","4.72","A7IV","34.3",""
"HIP51814","10 35 9.82 ","57 4 58 ","5.16","F1V","26.4","06/01/2016"
"HIP51819","10 35 11.4 ","84 23 58 ","7.29","K0","21.0",""
"HIP51933","10 36 32.6 ","-12 13 59 ","5.71","F7V","24.5","02/13/2016"
"HIP52186","10 39 39.7 ","-6 55 27 ","11.2","M","16.8",""
"HIP52316","10 41 24.0 ","-1 44 31 ","6.25","K1IV","34.3","02/13/2016"
"HIP52369","10 42 13.5 ","-13 47 18 ","6.79","G2/G3V","23.4","03/17/2016"
"HIP52422","10 43 1.76 ","26 19 31 ","5.51","A4Vn","45.4","04/29/2016"
"HIP52469","10 43 32.4 ","46 12 12 ","5.18","F5III","35.6",""
"HIP52470","10 43 33.2 ","48 12 53 ","8.02","G5","25.2",""
"HIP52600","10 45 21.4 ","38 30 44 ","9.16","M2","14.1",""
"HIP52765","10 47 18.7 ","21 29 50 ","10.1","K8","33.4",""
"LHS292","10 48 13.2 ","-11 20 38 ","15.7","M6.5V","4.53","04/22/2016"
"HIP52943","10 49 37.5 ","-16 11 33 ","3.11","K0/K1III","42.4",""
"HIP53008","10 50 39.9 ","51 47 59 ","8.31","G5","28.7",""
"HIP53020","10 50 51.1 ","6 48 16 ","11.6","M4:","5.63","02/13/2016"
"HIP53229","10 53 18.8 ","34 12 48 ","3.79","K0III-IV","29.9","05/13/2016"
"HIP53257","10 53 29.4 ","69 51 12 ","5.91","G9IV","43.4",""
"GJ406","10 56 25.0 ","7 0 9 ","13.5","M5.5V","2.38","05/24/2016"
"HIP53486","10 56 30.5 ","7 23 17 ","7.37","K0","17.5","02/13/2016"
"HIP53541","10 57 11.8 ","28 56 13 ","8.94","K0","27.7",""
"HIP53580","10 57 36.1 ","69 35 48 ","10.2","M0","23.0",""
"HIP53721","10 59 27.5 ","40 25 49 ","5.03","G0V","14.0",""
"HIP53767","11 0 3.76 ","22 49 54 ","10.0","M3","6.62","03/11/2016"
"HIP53824","11 0 44.7 ","6 6 4 ","4.98","A5III","46.2","02/05/2016"
"HIP53910","11 1 50.6 ","56 22 57 ","2.34","A1V","24.3",""
"HIP53954","11 2 19.7 ","20 10 48 ","4.42","A1m","37.9","03/11/2016"
"HIP53985","11 2 38.5 ","21 58 0 ","9.57","K","11.6","05/09/2016"
"HIP54002","11 2 49.8 ","-9 19 50 ","9.03","K3V","30.5",""
"GJ411","11 3 19.4 ","35 56 54 ","7.47","M2.0V","2.54","06/03/2016"
"HIP54061","11 3 43.3 ","61 45 3 ","1.81","F7V comp","37.9",""
"HIP54155","11 4 41.2 ","-4 13 17 ","7.64","G5","24.6","02/05/2016"
"HIP54182","11 5 0.65 ","7 20 8 ","4.62","F2III-IVvar","28.9","02/05/2016"
"GJ412A","11 5 22.0 ","43 31 51 ","8.77","M1.0V","4.86",""
"GJ412B","11 5 23.8 ","43 31 33 ","14.4","M5.5V","4.86",""
"HIP54227","11 5 43.8 ","10 13 58 ","12.3","K:","18.2",""
"HIP54373","11 7 27.4 ","-19 17 30 ","10.3","K5","18.6",""
"HIP54426","11 8 13.7 ","38 25 36 ","8.35","K0","22.7",""
"HIP54459","11 8 31.9 ","15 45 57 ","9.75","K0","25.9","03/11/2016"
"HIP54539","11 9 39.7 ","44 29 54 ","3.00","K1III","45.0",""
"HIP54646","11 11 5.91 ","30 26 42 ","8.31","K8V","11.9","03/11/2016"
"HIP54651","11 11 9.66 ","-10 56 53 ","9.23","K5V","20.8","03/11/2016"
"HIP54677","11 11 33.9 ","-14 59 38 ","9.06","K4V","22.7","05/09/2016"
"HIP54745","11 12 32.0 ","35 48 48 ","6.41","G0V","21.7",""
"HIP54810","11 13 12.8 ","4 28 55 ","8.70","K5V","17.9","02/05/2016"
"HIP54872","11 14 6.66 ","20 31 23 ","2.56","A4V","17.6","05/09/2016"
"HIP54906","11 14 33.0 ","25 42 38 ","7.76","K1V","21.2","05/09/2016"
"HIP54952","11 15 10.3 ","73 28 32 ","7.68","K5","14.6",""
"HIP54966","11 15 21.2 ","-18 8 53 ","9.97","K7V","20.6","03/17/2016"
"HIP55066","11 16 21.9 ","-14 41 38 ","9.98","K7V","17.5",""
"HIP55077","11 16 32.7 ","26 27 41 ","10.5","K5","32.1",""
"HIP55132","11 17 13.0 ","-1 58 54 ","9.73","M0","29.4",""
"HIP55210","11 18 22.8 ","-5 4 4 ","7.29","G8V","21.9","03/17/2016"
"HIP55360","11 19 57.0 ","65 50 50 ","9.31","M1Vvar","9.09",""
"HIP55507","11 22 5.43 ","46 54 27 ","9.80","M0","24.7",""
"HIP55705","11 24 52.8 ","-17 41 2 ","4.06","A9V","25.7","03/24/2016"
"HIP55718","11 24 59.6 ","40 0 12 ","10.2","M0","22.7",""
"HIP55846","11 26 44.5 ","3 0 50 ","6.49","K0IV","17.6","05/09/2016"
"HIP55848","11 26 45.4 ","3 0 25 ","7.58","K2V","17.9","05/13/2016"
"HIP56035","11 29 4.29 ","61 46 45 ","5.83","F5Vawvar","32.8",""
"HIP56145","11 30 28.0 ","43 34 43 ","6.67","K0","45.0",""
"HIP56157","11 30 41.4 ","-8 5 38 ","11.9","","13.9","05/13/2016"
"HIP56199","11 31 13.2 ","63 9 27 ","9.98","M0","23.3",""
"HIP56238","11 31 42.7 ","22 40 2 ","10.3","","16.1","05/24/2016"
"HIP56242","11 31 44.5 ","14 21 49 ","6.27","G0V","23.0","05/24/2016"
"HIP56290","11 32 20.7 ","61 4 55 ","5.46","F6V","27.5",""
"HIP56445","11 34 21.7 ","3 3 34 ","5.76","F5V","26.5","05/24/2016"
"HIP56630","11 36 41.5 ","39 11 19 ","10.0","M0","24.3",""
"HIP56770","11 38 20.3 ","43 37 30 ","5.56","F2II-III","45.6",""
"HIP56802","11 38 40.1 ","-13 12 4 ","5.48","F7V","26.9","05/14/2016"
"HIP56809","11 38 43.9 ","45 6 30 ","6.29","G0V","23.2","03/29/2016"
"HIP56829","11 38 59.5 ","42 19 50 ","8.22","K5V","19.7","03/29/2016"
"HIP56997","11 41 3.00 ","34 11 59 ","5.31","G8Vvar","9.54","03/29/2016"
"HIP57058","11 41 49.8 ","5 8 18 ","9.59","K8","30.9",""
"HIP57274","11 44 40.9 ","30 57 27 ","8.97","K8","25.8","03/29/2016"
"HIP57328","11 45 17.1 ","8 15 28 ","4.84","A4V","36.6","02/14/2016"
"HIP57370","11 45 42.0 ","2 49 15 ","8.07","K0","28.9",""
"HIP57387","11 45 56.2 ","72 5 45 ","8.80","K8","27.5",""
"HIP57493","11 47 3.60 ","50 58 16 ","9.51","M0V:p","24.6",""
"HIP57494","11 47 3.60 ","-11 49 27 ","9.03","K2","24.6","02/14/2016"
"GJ447","11 47 45.0 ","0 47 56 ","11.1","M4.0V","3.35","05/24/2016"
"HIP57632","11 49 3.02 ","14 34 17 ","2.14","A3Vvar","11.0",""
"HIP57683","11 49 48.5 ","49 13 56 ","8.94","K2V","31.9",""
"HIP57757","11 50 42.5 ","1 45 48 ","3.59","F8V","10.9","02/14/2016"
"HIP57802","11 51 6.97 ","35 16 23 ","9.76","M1V","8.55",""
"HIP57866","11 52 8.37 ","18 45 13 ","8.40","K2","25.3","02/14/2016"
"HIP57959","11 53 15.9 ","-7 22 35 ","11.8","M4","20.5",""
"HIP58001","11 53 50.0 ","53 41 41 ","2.41","A0V SB","25.6",""
"HIP58314","11 57 28.4 ","19 59 2 ","8.07","G5","29.0",""
"HIP58576","12 0 44.6 ","-10 26 53 ","5.54","K0IV","12.9","03/07/2016"
"HIP58684","12 2 6.27 ","43 2 45 ","5.22","A7m","33.9","03/13/2016"
"HIP58863","12 4 17.1 ","9 11 35 ","9.85","K0","31.6",""
"HIP59000","12 5 50.6 ","-18 52 36 ","9.99","K5V","22.5","03/07/2016"
"HIP59272","12 9 28.8 ","-11 51 28 ","6.81","G0...","27.3",""
"HIP59280","12 9 36.8 ","40 15 6 ","7.46","K0V","24.3","03/13/2016"
"HIP59309","12 10 3.24 ","5 48 25 ","5.72","Am","43.8",""
"HIP59378","12 10 56.8 ","41 3 31 ","10.6","M2V","21.2","03/13/2016"
"HIP59406","12 11 11.5 ","-19 57 41 ","11.6","","12.7",""
"HIP59432","12 11 27.4 ","53 25 15 ","7.96","K0","26.5",""
"HIP59496","12 12 5.42 ","58 55 35 ","10.0","K5","28.3",""
"HIP59504","12 12 11.9 ","77 36 58 ","5.14","A5m","33.6",""
"HIP59514","12 12 21.2 ","54 29 10 ","9.71","M2","15.3",""
"HIP59608","12 13 25.8 ","10 15 44 ","5.85","A2m","49.5","03/07/2016"
"HIP59750","12 15 10.5 ","-10 19 1 ","6.11","F5V","22.5","04/04/2016"
"HIP59774","12 15 25.7 ","57 1 57 ","3.32","A3Vvar","24.9",""
"HIP59816","12 15 57.9 ","5 38 23 ","9.45","K8","25.8","05/14/2016"
"HIP60207","12 20 46.4 ","-19 53 46 ","8.99","K3V","29.7",""
"HIP60303","12 21 54.3 ","42 7 53 ","9.36","M0V","15.9",""
"HIP60353","12 22 31.8 ","5 18 18 ","6.46","F8V","29.8",""
"HIP60559","12 24 53.7 ","-18 15 9 ","11.2","M4","8.88",""
"HIP60605","12 25 18.0 ","31 51 47 ","8.73","K0V","28.8",""
"HIP60759","12 27 13.8 ","27 1 24 ","8.24","K2V","27.5","05/14/2016"
"HIP60816","12 27 55.2 ","-8 40 41 ","6.75","G0","29.0",""
"HIP60853","12 28 18.4 ","-16 54 39 ","9.45","K2V","28.3",""
"HIP60866","12 28 31.7 ","-18 17 53 ","9.24","K4V","24.9",""
"HIP60910","12 28 56.8 ","8 25 27 ","11.9","M:","13.5","02/15/2016"
"HIP60965","12 29 51.6 ","-16 30 57 ","2.94","B9.5V","26.9",""
"HIP60994","12 30 4.48 ","-13 23 36 ","6.37","G1/G2V","24.9","02/15/2016"
"HIP61016","12 30 17.5 ","30 59 41 ","9.08","G9V","31.8",""
"HIP61053","12 30 50.1 ","53 4 38 ","6.20","F9V","21.9",""
"HIP61094","12 31 15.1 ","8 48 29 ","9.74","M0:","13.4","02/15/2016"
"HIP61099","12 31 18.2 ","20 13 1 ","7.91","K0","25.2","05/14/2016"
"HIP61100","12 31 19.0 ","55 7 7 ","8.08","K2V","23.7",""
"HIP61174","12 32 3.74 ","-16 11 46 ","4.30","F2V","18.2",""
"HIP61212","12 32 35.8 ","-13 51 33 ","5.74","F3IV/V","36.9","02/19/2016"
"GJ473AB","12 33 15.4 ","9 1 19 ","13.2","M5.0V","4.38","05/14/2016"
"HIP61317","12 33 43.5 ","41 21 31 ","4.24","G0V","8.37",""
"HIP61329","12 33 59.1 ","-14 38 19 ","9.10","K3/K4V","25.5","04/10/2016"
"HIP61413","12 35 0.21 ","9 49 37 ","11.4","M4","17.9",""
"HIP61481","12 35 51.4 ","51 13 17 ","8.52","K0","26.2",""
"HIP61901","12 41 6.61 ","15 22 30 ","7.91","K2","14.2","02/19/2016"
"HIP61941","12 41 38.9 ","-1 26 56 ","2.74","F0V+...","11.8","02/19/2016"
"HIP61946","12 41 44.7 ","55 43 28 ","8.27","K3V","23.2",""
"HIP62145","12 44 13.8 ","51 45 30 ","7.01","K3V","15.0",""
"HIP62207","12 44 58.9 ","39 16 46 ","5.95","G0V","17.3","06/04/2016"
"HIP62325","12 46 22.8 ","9 32 15 ","5.65","K1III-IV","44.7",""
"HIP62406","12 47 20.1 ","31 12 45 ","9.86","K4V","29.2",""
"HIP62505","12 48 32.3 ","-15 43 9 ","7.93","K2V","21.1","04/10/2016"
"HIP62512","12 48 39.7 ","60 19 10 ","5.83","F5V","24.1",""
"HIP62523","12 48 46.6 ","24 50 23 ","6.29","G7V","17.1","02/19/2016"
"HIP62687","12 50 43.5 ","-0 46 11 ","8.49","M0.5V","10.7","02/19/2016"
"HIP62875","12 53 10.8 ","-3 33 11 ","6.11","F5V","32.5",""
"HIP62904","12 53 31.9 ","19 28 48 ","6.42","G5IV","44.0",""
"HIP62942","12 53 54.1 ","6 45 47 ","8.24","G5","26.2",""
"HIP62956","12 54 1.96 ","55 57 35 ","1.76","A0p","24.8",""
"HIP63076","12 55 28.5 ","65 26 18 ","5.23","A5n","28.8",""
"HIP63121","12 56 0.16 ","38 18 55 ","5.61","F0V","25.0","03/04/2016"
"HIP63253","12 57 39.9 ","35 13 27 ","10.5","M0Vvar","18.0",""
"HIP63257","12 57 43.5 ","-14 27 48 ","9.11","K4V","23.1","04/10/2016"
"HIP63366","12 59 0.65 ","-9 49 59 ","7.54","K0V","21.0","02/05/2016"
"HIP63406","12 59 32.4 ","41 59 15 ","8.60","G9V","24.1","03/04/2016"
"HIP63467","13 0 16.1 ","-2 42 17 ","9.78","K7V","25.8","03/25/2016"
"HIP63503","13 0 43.9 ","56 21 58 ","4.93","F2V","24.9",""
"HIP63510","13 0 45.8 ","12 22 32 ","9.76","M2","11.4","02/06/2016"
"HIP63584","13 1 46.5 ","63 36 37 ","6.01","F6V","37.4",""
"HIP63608","13 2 10.2 ","10 57 33 ","2.85","G8IIIvar","31.3","02/06/2016"
"HIP63742","13 3 49.4 ","-5 9 46 ","7.69","G5V","22.1","02/06/2016"
"HIP63762","13 4 4.91 ","87 6 58 ","8.77","K0","24.3",""
"HIP63759","13 4 7.27 ","44 7 18 ","8.93","K3V","31.6",""
"HIP63894","13 5 41.5 ","49 28 21 ","9.26","K0","21.8","01/17/2016"
"HIP63942","13 6 15.3 ","20 43 46 ","9.44","M0","18.5","01/17/2016"
"HIP64048","13 7 34.8 ","34 24 6 ","9.28","K3III","23.8","01/17/2016"
"HIP64113","13 8 24.6 ","16 58 18 ","11.8","M0","25.5",""
"HIP64150","13 8 51.1 ","5 12 15 ","6.78","G5IV","26.2",""
"HIP64241","13 9 58.7 ","17 31 48 ","4.32","F5V","14.3","04/10/2016"
"HIP64262","13 10 17.1 ","9 32 7 ","9.31","K5","27.8",""
"HIP64394","13 11 51.4 ","27 52 55 ","4.23","G0V","9.15","03/07/2016"
"HIP64407","13 12 3.64 ","-16 11 59 ","5.04","F6V","32.5",""
"HIP64457","13 12 43.6 ","-2 15 53 ","7.56","K0","20.4","04/10/2016"
"HIP64532","13 13 37.2 ","56 42 29 ","6.82","G1V","25.6",""
"HIP64577","13 14 10.7 ","-19 55 48 ","5.31","G8III/IV","38.6","03/12/2016"
"HIP64725","13 15 59.1 ","-19 56 37 ","5.21","K1III","38.9","03/07/2016"
"HIP64792","13 16 46.1 ","9 25 30 ","5.19","G0Vs","17.9","01/19/2016"
"HIP64797","13 16 51.7 ","17 0 57 ","6.49","K2V","11.2","01/19/2016"
"HIP64924","13 18 23.0 ","-18 18 57 ","4.74","G5V","8.52","03/12/2016"
"HIP65011","13 19 34.1 ","35 6 23 ","9.48","M0","13.1","01/19/2016"
"HIP65016","13 19 39.7 ","33 20 45 ","10.6","M2","17.3",""
"HIP65026","13 19 45.8 ","47 46 40 ","8.48","K0","10.3","03/13/2016"
"HIP65083","13 20 25.0 ","-1 39 31 ","11.6","","20.7",""
"HIP65121","13 20 43.2 ","4 8 1 ","8.58","K2V","30.4",""
"HIP65143","13 20 58.6 ","34 16 39 ","10.6","M0","16.0","03/12/2016"
"HIP65327","13 23 23.5 ","57 54 22 ","9.69","M0V","25.1","05/29/2016"
"HIP65343","13 23 32.2 ","29 14 18 ","8.88","K5","18.5","06/04/2016"
"HIP65352","13 23 39.1 ","2 43 27 ","7.06","G5","16.0","03/12/2016"
"HIP65355","13 23 40.8 ","2 43 34 ","7.35","G5","16.7","03/25/2016"
"HIP65378","13 23 55.7 ","54 55 30 ","2.23","A2V","23.9","05/29/2016"
"HIP65420","13 24 33.4 ","-5 9 51 ","5.76","F3V","30.0","03/18/2016"
"HIP65477","13 25 13.7 ","54 59 16 ","3.99","A5V SB","24.8","05/29/2016"
"HIP65515","13 25 45.0 ","56 58 13 ","7.29","G9IV-V","21.8","05/29/2016"
"HIP65530","13 25 58.9 ","63 15 44 ","6.50","G6V","21.3","05/29/2016"
"HIP65640","13 27 26.7 ","35 43 29 ","8.76","K0","27.5",""
"HIP65714","13 28 21.2 ","-2 21 44 ","11.2","M4+...","14.1","03/18/2016"
"HIP65859","13 30 1.02 ","10 22 20 ","9.05","M1V","7.62","03/25/2016"
"HIP66077","13 32 44.8 ","16 48 35 ","11.3","M4Ve","13.7","03/18/2016"
"HIP66110","13 33 8.23 ","43 15 8 ","9.33","K8","32.7",""
"HIP66147","13 33 31.8 ","8 35 13 ","7.98","K0","18.4","03/19/2016"
"HIP66193","13 34 2.90 ","33 13 47 ","9.19","K5IV","22.9","03/13/2016"
"HIP66222","13 34 21.6 ","4 40 0 ","9.95","M0.5V:","20.5","03/19/2016"
"HIP66249","13 34 41.2 ","-0 35 44 ","3.38","A3V","22.4","03/19/2016"
"HIP66252","13 34 42.8 ","-8 20 32 ","9.24","K7V","19.7","03/19/2016"
"HIP66283","13 35 6.21 ","6 50 26 ","8.90","K2","32.5",""
"HIP66413","13 36 55.8 ","7 45 55 ","10.0","M0","31.7",""
"HIP66459","13 37 29.1 ","35 43 3 ","9.06","M9","10.9","06/04/2016"
"HIP66492","13 37 50.8 ","48 8 14 ","9.77","M0...","21.9",""
"HIP66675","13 40 6.71 ","-4 11 2 ","9.61","M0V","14.5","04/14/2016"
"HIP66704","13 40 23.0 ","50 31 10 ","6.31","F7.7V","25.2",""
"HIP66781","13 41 13.3 ","56 43 38 ","7.77","K0IV-V","23.7",""
"HIP66840","13 41 55.5 ","-0 7 51 ","9.76","M0V","23.7","04/14/2016"
"HIP66860","13 42 12.3 ","8 23 16 ","6.16","F3Vp","35.7",""
"HIP66886","13 42 25.7 ","-1 41 13 ","9.24","K7V","24.2","04/14/2016"
"HIP66954","13 43 23.1 ","39 14 55 ","9.23","K8","27.5",""
"HIP67092","13 45 5.16 ","-4 37 14 ","10.5","M2","25.6",""
"HIP67090","13 45 5.58 ","17 46 37 ","9.79","","13.0","06/02/2016"
"HIP67103","13 45 13.4 ","55 52 39 ","6.47","F7IV-V","33.6",""
"HIP67105","13 45 14.6 ","8 50 8 ","8.47","K2","20.9","04/14/2016"
"HIP67155","13 45 45.7 ","14 53 5 ","8.46","M3V","5.43","06/04/2016"
"HIP67164","13 45 50.3 ","-17 58 14 ","11.8","M:","11.3",""
"HIP67275","13 47 15.2 ","17 27 25 ","4.50","F7V","15.5","04/09/2016"
"HIP67291","13 47 28.2 ","6 18 54 ","10.0","M0V","29.9",""
"HIP67301","13 47 32.2 ","49 18 47 ","1.85","B3V SB","30.8",""
"HIP67422","13 49 3.48 ","26 58 46 ","7.05","K2","13.6","04/09/2016"
"HIP67691","13 52 0.71 ","49 57 1 ","8.82","K5","14.0",""
"HIP67756","13 52 48.6 ","65 37 17 ","11.9","M1","26.4",""
"HIP67773","13 53 5.59 ","27 48 18 ","8.37","K1V","28.5",""
"HIP67808","13 53 27.3 ","12 56 22 ","9.78","M0","20.8","04/09/2016"
"HIP68030","13 55 49.6 ","14 3 23 ","6.16","F6V","24.2","04/09/2016"
"HIP68184","13 57 31.9 ","61 29 37 ","6.49","K3V","10.1",""
"HIP68337","13 59 19.2 ","22 52 11 ","9.05","K","23.8","06/04/2016"
"HIP68403","14 0 10.7 ","44 48 40 ","10.2","M0","29.2",""
"HIP68469","14 1 2.29 ","-2 39 7 ","9.71","K5","10.1","06/04/2016"
"HIP68634","14 2 56.7 ","14 58 31 ","7.12","G5","26.1","06/04/2016"
"HIP68682","14 3 32.4 ","10 47 7 ","6.27","G8V","16.6","04/30/2016"
"HIP69303","14 11 5.80 ","73 20 52 ","10.3","K8","30.2",""
"HIP69357","14 11 45.8 ","-12 36 45 ","7.93","K1V","23.0","06/02/2016"
"HIP69414","14 12 45.0 ","-3 19 17 ","7.05","G0","22.2","04/30/2016"
"HIP69483","14 13 29.1 ","51 47 23 ","4.53","A8IV","47.5",""
"HIP69485","14 13 31.3 ","-6 57 30 ","10.1","M0","19.5",""
"HIP69526","14 13 56.5 ","30 13 4 ","8.03","K5","17.3","03/26/2016"
"HIP69562","14 14 21.1 ","-15 21 24 ","10.3","K4V","26.4","04/30/2016"
"HIP69569","14 14 23.5 ","41 31 5 ","6.23","K3III:","44.6",""
"HIP69673","14 15 38.4 ","19 10 24 ","-0.0","K2IIIp","11.2","04/30/2016"
"HIP69713","14 16 9.67 ","51 22 3 ","4.75","A9V","29.8","03/26/2016"
"HIP69732","14 16 22.7 ","46 5 20 ","4.18","A0sh","29.7","03/04/2016"
"HIP69824","14 17 24.4 ","45 26 39 ","10.1","M0","18.6","03/04/2016"
"HIP69962","14 18 58.2 ","-6 36 20 ","9.10","K7V","21.5","03/18/2016"
"HIP69989","14 19 16.4 ","13 0 14 ","5.41","F5IV","26.0","03/18/2016"
"HIP70016","14 19 34.1 ","-5 9 6 ","7.58","K1V","20.7","03/25/2016"
"HIP70218","14 21 56.4 ","29 37 41 ","8.56","K5V","14.4","03/26/2016"
"HIP70310","14 23 6.63 ","25 20 18 ","6.22","F5V","35.7",""
"HIP70319","14 23 15.5 ","1 14 21 ","6.25","G1V","17.5","03/19/2016"
"HIP70400","14 24 11.2 ","5 49 12 ","5.10","A5V","46.3","04/30/2016"
"HIP70472","14 24 49.3 ","-17 27 6 ","10.7","","33.1",""
"HIP70475","14 24 56.5 ","8 53 17 ","12.2","M:","14.3","03/25/2016"
"HIP70497","14 25 11.3 ","51 50 56 ","4.04","F7V","14.5",""
"HIP70529","14 25 44.4 ","23 36 43 ","9.77","M1","16.7","03/26/2016"
"HIP70536","14 25 47.5 ","23 36 55 ","9.98","M2","15.7","06/02/2016"
"HIP70857","14 29 21.8 ","80 48 33 ","6.88","G5","19.5",""
"HIP70865","14 29 28.5 ","15 32 18 ","10.6","M3","14.2","05/03/2016"
"HIP70950","14 30 44.3 ","35 27 16 ","8.68","K3V","21.9","03/26/2016"
"HIP70952","14 30 45.6 ","63 11 8 ","6.10","F4IV","31.7",""
"HIP70956","14 30 46.3 ","-8 38 50 ","9.40","K7V","16.5","05/03/2016"
"HIP71075","14 32 4.51 ","38 18 32 ","3.04","A7IIIvar","26.1","01/17/2016"
"HIP71181","14 33 28.5 ","52 54 35 ","7.24","K3V","13.4",""
"HIP71192","14 33 35.6 ","65 23 44 ","6.60","F5","29.4",""
"HIP71251","14 34 16.3 ","57 3 51 ","6.46","F7V","29.0",""
"HIP71253","14 34 16.4 ","-12 31 0 ","11.3","M4","6.11","05/03/2016"
"HIP71284","14 34 41.0 ","29 44 44 ","4.47","F3Vwvar","15.4","05/17/2016"
"HIP71311","14 34 56.8 ","33 44 52 ","9.54","K8","20.3","05/17/2016"
"HIP71395","14 36 0.78 ","9 44 43 ","7.48","K0","16.5","05/03/2016"
"HIP71469","14 36 58.8 ","-12 18 13 ","6.20","F5V","33.3",""
"HIP71743","14 40 30.9 ","-16 12 34 ","7.24","G6V","23.5","05/03/2016"
"HIP71904","14 42 25.9 ","19 30 9 ","10.0","M0","25.8",""
"HIP71914","14 42 33.3 ","19 28 44 ","9.10","M0","22.4",""
"HIP71957","14 43 3.73 ","-5 39 34 ","3.87","F2III","18.6","05/17/2016"
